7	0	13.7
7	1	12.5
7	2	10.7
7	3	10.3
7	4	12.2
7	5	11.9
7	6	12
7	7	12.1
7	8	15.9
7	9	19.2
7	10	20.6
7	11	22.2
7	12	24.3
7	13	25.4
7	14	25.2
7	15	25.1
7	16	22.9
7	17	18.7
7	18	14.8
7	19	13
7	20	11.2
7	21	10.5
7	22	10.2
7	23	10.4
8	0	10.3
8	1	10.2
8	2	9.9
8	3	9.7
8	4	5.3
8	5	4
8	6	3.2
8	7	1.6
8	8	0.3
8	9	0.2
8	10	0.1
8	11	0.1
8	12	0.2
8	13	0.2
8	14	0
8	15	-0.3
8	16	-0.5
8	17	-0.5
8	18	-0.6
8	19	-0.7
8	20	-0.8
8	21	-0.8
8	22	-0.6
8	23	-0.5
9	0	-0.5
9	1	-0.6
9	2	-0.5
9	3	-0.5
9	4	-0.6
9	5	-0.6
9	6	-0.5
9	7	-0.6
9	8	-0.4
9	9	-0.1
9	10	0.1
9	11	0.2
9	12	0.3
9	13	0.7
9	14	1
9	15	1.1
9	16	1.5
9	17	1.5
9	18	1.5
9	19	1.4
9	20	1.3
9	21	1.2
9	22	0.7
9	23	0.3
10	0	0.3
10	1	0.2
10	2	0.2
10	3	0.2
10	4	0
10	5	-0.2
10	6	-0.5
10	7	-0.6
10	8	-0.7
10	9	-0.6
10	10	-0.4
10	11	-0.3
10	12	0.3
10	13	1.1
10	14	1.4
10	15	0.9
10	16	0.8
10	17	0.9
10	18	0.9
10	19	0.8
10	20	0.9
10	21	0.7
10	22	0.5
10	23	0.7
11	0	0.7
11	1	0.4
11	2	-0.3
11	3	-0.1
11	4	-0.3
11	5	-0.7
11	6	-1.5
11	7	-1.2
11	8	-0.1
11	9	0.8
11	10	1.9
11	11	2.8
11	12	3.9
11	13	5.2
11	14	6.2
11	15	7.2
11	16	7.3
11	17	7.3
11	18	6.5
11	19	4.6
11	20	3.4
11	21	3
11	22	2.8
11	23	2
12	0	0.9
12	1	0.3
12	2	1.3
12	3	1.4
12	4	2.4
12	5	1.4
12	6	0.9
12	7	3
12	8	5
12	9	9.2
12	10	9.1
12	11	8
12	12	7.4
12	13	6.8
12	14	6.3
12	15	4.9
12	16	4.5
12	17	5.1
12	18	4.7
12	19	4.4
12	20	4.4
12	21	3.7
12	22	2.7
12	23	3.4
13	0	3
13	1	3.1
13	2	3.2
13	3	2
13	4	2.3
13	5	3.6
13	6	3.2
13	7	4
13	8	5.5
13	9	7
13	10	8.2
13	11	9.3
13	12	9.3
13	13	11.5
13	14	11.5
13	15	12.3
13	16	12.7
13	17	12.2
13	18	11.5
13	19	9.8
13	20	9.1
13	21	7.9
13	22	7.4
13	23	6.6
14	0	6.1
14	1	6.6
14	2	6.2
14	3	5.8
14	4	5.7
14	5	6.2
14	6	7.2
14	7	7.9
14	8	8.8
14	9	11.2
14	10	13.8
14	11	14.8
14	12	15.2
14	13	15.3
14	14	16.8
14	15	17.4
14	16	17.2
14	17	16.9
14	18	15.4
14	19	13
14	20	12.4
14	21	10.6
14	22	10.7
14	23	10.5
15	0	9.3
15	1	7.8
15	2	6.9
15	3	5.4
15	4	4.1
15	5	4
15	6	4.1
15	7	5.5
15	8	8.8
15	9	13.3
15	10	16.9
15	11	19.6
15	12	21.2
15	13	21.8
15	14	22.6
15	15	22.4
15	16	22.3
15	17	21.8
15	18	20.1
15	19	17
15	20	16.2
15	21	14.7
15	22	13.3
15	23	12.3
16	0	11.4
16	1	9
16	2	6.1
16	3	7.1
16	4	6.4
16	5	6.5
16	6	6.5
16	7	7.2
16	8	10.3
16	9	15.3
16	10	18.3
16	11	21.1
16	12	23.1
16	13	24
16	14	24.6
16	15	24.9
16	16	25
16	17	23.6
16	18	21
16	19	18.7
16	20	16.6
16	21	13.2
16	22	11.8
16	23	9.9
17	0	8.9
17	1	8.2
17	2	7.6
17	3	7.3
17	4	7.4
17	5	7.2
17	6	6.4
17	7	7.1
17	8	9.7
17	9	13.8
17	10	16.7
17	11	19.7
17	12	21.9
17	13	23.3
17	14	24.4
17	15	26.1
17	16	26.1
17	17	24.9
17	18	22.5
17	19	18.7
17	20	16.9
17	21	17.3
17	22	15.2
17	23	14.4
18	0	15.4
18	1	16.5
18	2	14.8
18	3	14.6
18	4	14.4
18	5	14.2
18	6	14.2
18	7	14.2
18	8	14.1
18	9	16.9
18	10	17.3
18	11	18.9
18	12	20.5
18	13	20.4
18	14	18.6
18	15	18.2
18	16	16.9
18	17	16.2
18	18	15.2
18	19	14.2
18	20	14.4
18	21	13.4
18	22	13
18	23	11.7
19	0	11.6
19	1	13.5
19	2	11.7
19	3	9.7
19	4	9.1
19	5	9.3
19	6	9.7
19	7	9.3
19	8	11.8
19	9	15
19	10	18.3
19	11	20.4
19	12	21.5
19	13	22.2
19	14	21.7
19	15	21.7
19	16	21.7
19	17	20.7
19	18	19.2
19	19	17.3
19	20	16
19	21	15.8
19	22	14.7
19	23	12.8
20	0	12.3
20	1	10.1
20	2	9.2
20	3	7.9
20	4	8.4
20	5	7.3
20	6	7.3
20	7	6.9
20	8	8.8
20	9	11.9
20	10	15.1
20	11	15.9
20	12	17
20	13	17.9
20	14	19.1
20	15	20.5
20	16	20.9
20	17	20.8
20	18	19.1
20	19	17
20	20	14.9
20	21	13.9
20	22	13.9
20	23	13.3
21	0	12.5
21	1	10.6
21	2	9
21	3	8.4
21	4	7.6
21	5	7.5
21	6	7.4
21	7	7.7
21	8	10.5
21	9	13.9
21	10	17.4
21	11	20.8
21	12	22
21	13	23.4
21	14	24.7
21	15	25.2
21	16	25.1
21	17	24.8
21	18	23.5
21	19	21.6
21	20	19.5
21	21	16.7
21	22	15.5
21	23	13.9
22	0	12.3
22	1	12.2
22	2	11.6
22	3	11.3
22	4	12.1
22	5	11.9
22	6	10.6
22	7	12.8
22	8	16
22	9	19.9
22	10	22.9
22	11	26.2
22	12	26.9
22	13	27.1
22	14	28.7
22	15	27
22	16	27
22	17	25.8
22	18	23.4
22	19	21.4
22	20	18.8
22	21	18.5
22	22	17.9
22	23	15.7
23	0	14.6
23	1	13
23	2	13.8
23	3	14.5
23	4	13.3
23	5	14.1
23	6	14
23	7	13.9
23	8	13.6
23	9	14.2
23	10	13.5
23	11	13.4
23	12	15.1
23	13	17.1
23	14	18.4
23	15	19.3
23	16	19.6
23	17	19.8
23	18	17.7
23	19	15.3
23	20	14.8
23	21	14.1
23	22	14.7
23	23	14
24	0	12.9
24	1	13.9
24	2	14.1
24	3	14.7
24	4	14.4
24	5	15.6
24	6	14.4
24	7	14.6
24	8	14.8
24	9	16.4
24	10	17.4
24	11	20.1
24	12	23.4
24	13	25
24	14	25.6
24	15	26.7
24	16	25.4
24	17	25.4
24	18	21.6
24	19	19.1
24	20	18.5
24	21	16.6
24	22	14.9
24	23	15.9
25	0	15.1
25	1	13.6
25	2	12.1
25	3	11.2
25	4	11.1
25	5	10.3
25	6	10
25	7	10
25	8	13.1
25	9	16.4
25	10	17.5
25	11	18.8
25	12	21.5
25	13	21.9
25	14	23.8
25	15	25.2
25	16	24.3
25	17	24.9
25	18	21.3
25	19	16.8
25	20	16.5
25	21	15.7
25	22	14.3
25	23	13.3
26	0	13.3
26	1	14.4
26	2	13.6
26	3	13
26	4	11.3
26	5	10.7
26	6	10.8
26	7	10.4
26	8	9.8
26	9	9.9
26	10	11.4
26	11	12.4
26	12	13.4
26	13	12.1
26	14	13.3
26	15	14.9
26	16	14.4
26	17	13.9
26	18	12.4
26	19	9.7
26	20	8
26	21	6.6
26	22	6.6
26	23	6.8
27	0	7
27	1	7.7
27	2	7.2
27	3	7.6
27	4	7.4
27	5	6.7
27	6	6.1
27	7	5.8
27	8	5.9
27	9	6.5
27	10	6.9
27	11	7.2
27	12	7.4
27	13	8.3
27	14	8.9
27	15	8.9
27	16	8.5
27	17	8.1
27	18	7.7
27	19	7.2
27	20	6.8
27	21	6.6
27	22	6.1
27	23	5.9
28	0	5.6
28	1	5.4
28	2	5.2
28	3	4.6
28	4	4.2
28	5	4.4
28	6	4.7
28	7	4.7
28	8	4.8
28	9	5.8
28	10	7.7
28	11	9
28	12	10.8
28	13	11.9
28	14	12.7
28	15	13.3
28	16	12.7
28	17	12.2
28	18	11.1
28	19	10.5
28	20	10.2
28	21	8.4
28	22	8.3
28	23	7.7
29	0	7.8
29	1	8.3
29	2	7.8
29	3	7.3
29	4	7.1
29	5	7.2
29	6	7.1
29	7	7.1
29	8	7.6
29	9	8.8
29	10	9.7
29	11	11.3
29	12	13.6
29	13	15.6
29	14	17.5
29	15	18.6
29	16	18.8
29	17	17.2
29	18	15.6
29	19	13.5
29	20	11.6
29	21	11.3
29	22	9.1
29	23	9.1
30	0	8.9
30	1	9.4
30	2	10.7
30	3	10.4
30	4	11.2
30	5	10.5
30	6	9.8
30	7	9.2
30	8	9.4
30	9	8.4
30	10	7.5
30	11	7.3
30	12	8.3
30	13	9.9
30	14	10.2
30	15	10.8
30	16	11.7
30	17	10.3
30	18	9.3
30	19	8.3
30	20	6.8
30	21	6
30	22	4.6
30	23	3.8
